ticker,event_ticker,market_title,yes_sub_title,result,ts_utc,price_open,price_high,price_low,price_close,price_mean,price_previous,yes_bid_close,yes_ask_close,volume,open_interest,implied_prob_pct
KXNBAGAME-26FEB05SASDAL-DAL,KXNBAGAME-26FEB05SASDAL,,DAL,,2026-02-06 01:39:00+00:00,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.28,227.0,164215.0,28.000000000000004
KXNBAGAME-26FEB05SASDAL-DAL,KXNBAGAME-26FEB05SASDAL,,DAL,,2026-02-06 01:40:00+00:00,0.28,0.28,0.27,0.28,0.2791,0.28,0.27,0.28,372.0,164517.0,28.000000000000004
KXNBAGAME-26FEB05SASDAL-DAL,KXNBAGAME-26FEB05SASDAL,,DAL,,2026-02-06 01:41:00+00:00,0.28,0.28,0.27,0.28,0.2799,0.28,0.27,0.28,548.0,165062.0,28.000000000000004
KXNBAGAME-26FEB05SASDAL-DAL,KXNBAGAME-26FEB05SASDAL,,DAL,,2026-02-06 01:42:00+00:00,0.28,0.28,0.27,0.28,0.2761,0.28,0.27,0.28,1514.0,166408.0,28.000000000000004
KXNBAGAME-26FEB05SASDAL-DAL,KXNBAGAME-26FEB05SASDAL,,DAL,,2026-02-06 01:43:00+00:00,0.28,0.29,0.27,0.27,0.2817,0.28,0.26,0.27,2064.0,168229.0,27.0
KXNBAGAME-26FEB05SASDAL-DAL,KXNBAGAME-26FEB05SASDAL,,DAL,,2026-02-06 01:44:00+00:00,0.27,0.3,0.27,0.3,0.2852,0.27,0.29,0.3,4720.0,172067.0,30.0
KXNBAGAME-26FEB05SASDAL-DAL,KXNBAGAME-26FEB05SASDAL,,DAL,,2026-02-06 01:45:00+00:00,0.3,0.31,0.28,0.29,0.2928,0.3,0.27,0.29,6468.0,176329.0,28.999999999999996
KXNBAGAME-26FEB05SASDAL-DAL,KXNBAGAME-26FEB05SASDAL,,DAL,,2026-02-06 01:46:00+00:00,0.27,0.29,0.25,0.25,0.2653,0.29,0.24,0.25,15974.0,191435.0,25.0
KXNBAGAME-26FEB05SASDAL-DAL,KXNBAGAME-26FEB05SASDAL,,DAL,,2026-02-06 01:47:00+00:00,0.25,0.25,0.22,0.24,0.2348,0.25,0.23,0.24,2077.0,192975.0,24.0
KXNBAGAME-26FEB05SASDAL-DAL,KXNBAGAME-26FEB05SASDAL,,DAL,,2026-02-06 01:48:00+00:00,0.24,0.24,0.22,0.22,0.236,0.24,0.21,0.22,1468.0,194061.0,22.0
KXNBAGAME-26FEB05SASDAL-DAL,KXNBAGAME-26FEB05SASDAL,,DAL,,2026-02-06 01:49:00+00:00,0.22,0.24,0.22,0.23,0.23,0.22,0.22,0.23,7924.0,201920.0,23.0
KXNBAGAME-26FEB05SASDAL-DAL,KXNBAGAME-26FEB05SASDAL,,DAL,,2026-02-06 01:50:00+00:00,0.23,0.23,0.22,0.23,0.2295,0.23,0.22,0.23,3400.0,205136.0,23.0
