ticker,event_ticker,market_title,yes_sub_title,result,ts_utc,price_open,price_high,price_low,price_close,price_mean,price_previous,yes_bid_close,yes_ask_close,volume,open_interest,implied_prob_pct
KXNBAGAME-26APR08MEMDEN-DEN,KXNBAGAME-26APR08MEMDEN,,DEN,,2026-04-09 01:09:00+00:00,0.98,0.98,0.98,0.98,0.98,0.97,0.97,0.98,5383.0,111302.0,98.0
KXNBAGAME-26APR08MEMDEN-DEN,KXNBAGAME-26APR08MEMDEN,,DEN,,2026-04-09 01:10:00+00:00,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.98,371.0,111673.0,98.0
KXNBAGAME-26APR08MEMDEN-DEN,KXNBAGAME-26APR08MEMDEN,,DEN,,2026-04-09 01:11:00+00:00,0.98,0.98,0.97,0.97,0.97,0.98,0.96,0.97,484.0,112157.0,97.0
KXNBAGAME-26APR08MEMDEN-DEN,KXNBAGAME-26APR08MEMDEN,,DEN,,2026-04-09 01:12:00+00:00,0.97,0.98,0.97,0.98,0.9705,0.97,0.96,0.98,1195.0,113352.0,98.0
KXNBAGAME-26APR08MEMDEN-DEN,KXNBAGAME-26APR08MEMDEN,,DEN,,2026-04-09 01:13:00+00:00,0.96,0.97,0.96,0.96,0.97,0.98,0.96,0.97,6289.0,119634.0,96.0
KXNBAGAME-26APR08MEMDEN-DEN,KXNBAGAME-26APR08MEMDEN,,DEN,,2026-04-09 01:14:00+00:00,0.97,0.97,0.97,0.97,0.97,0.96,0.96,0.97,100.0,119734.0,97.0
KXNBAGAME-26APR08MEMDEN-DEN,KXNBAGAME-26APR08MEMDEN,,DEN,,2026-04-09 01:15:00+00:00,0.97,0.97,0.96,0.96,0.9691,0.97,0.96,0.97,6180.0,125806.0,96.0
KXNBAGAME-26APR08MEMDEN-DEN,KXNBAGAME-26APR08MEMDEN,,DEN,,2026-04-09 01:16:00+00:00,0.97,0.97,0.96,0.97,0.9679,0.96,0.96,0.97,5858.0,130032.0,97.0
KXNBAGAME-26APR08MEMDEN-DEN,KXNBAGAME-26APR08MEMDEN,,DEN,,2026-04-09 01:17:00+00:00,0.97,0.97,0.97,0.97,0.97,0.97,0.96,0.97,1.0,130033.0,97.0
KXNBAGAME-26APR08MEMDEN-DEN,KXNBAGAME-26APR08MEMDEN,,DEN,,2026-04-09 01:18:00+00:00,0.97,0.97,0.96,0.97,0.9621,0.97,0.96,0.97,147.0,130180.0,97.0
