ticker,event_ticker,market_title,yes_sub_title,result,ts_utc,price_open,price_high,price_low,price_close,price_mean,price_previous,yes_bid_close,yes_ask_close,volume,open_interest,implied_prob_pct
KXNBAGAME-26APR05MEMMIL-MEM,KXNBAGAME-26APR05MEMMIL,,MEM,,2026-04-05 19:39:00+00:00,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.28,49.0,69458.0,28.000000000000004
KXNBAGAME-26APR05MEMMIL-MEM,KXNBAGAME-26APR05MEMMIL,,MEM,,2026-04-05 19:40:00+00:00,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.28,68.0,69526.0,28.000000000000004
KXNBAGAME-26APR05MEMMIL-MEM,KXNBAGAME-26APR05MEMMIL,,MEM,,2026-04-05 19:41:00+00:00,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.28,433.0,69959.0,28.000000000000004
KXNBAGAME-26APR05MEMMIL-MEM,KXNBAGAME-26APR05MEMMIL,,MEM,,2026-04-05 19:42:00+00:00,0.28,0.33,0.27,0.33,0.2883,0.28,0.32,0.33,97683.0,167363.0,33.0
KXNBAGAME-26APR05MEMMIL-MEM,KXNBAGAME-26APR05MEMMIL,,MEM,,2026-04-05 19:43:00+00:00,0.33,0.33,0.3,0.32,0.3296,0.33,0.31,0.32,59038.0,119496.0,32.0
KXNBAGAME-26APR05MEMMIL-MEM,KXNBAGAME-26APR05MEMMIL,,MEM,,2026-04-05 19:44:00+00:00,0.32,0.36,0.32,0.36,0.3423,0.32,0.35,0.36,4795.0,119972.0,36.0
KXNBAGAME-26APR05MEMMIL-MEM,KXNBAGAME-26APR05MEMMIL,,MEM,,2026-04-05 19:45:00+00:00,0.36,0.41,0.36,0.41,0.3929,0.36,0.4,0.41,22282.0,116383.0,41.0
KXNBAGAME-26APR05MEMMIL-MEM,KXNBAGAME-26APR05MEMMIL,,MEM,,2026-04-05 19:46:00+00:00,0.41,0.41,0.39,0.41,0.4081,0.41,0.4,0.41,9070.0,121848.0,41.0
KXNBAGAME-26APR05MEMMIL-MEM,KXNBAGAME-26APR05MEMMIL,,MEM,,2026-04-05 19:47:00+00:00,0.41,0.41,0.4,0.41,0.4096,0.41,0.4,0.41,7668.0,126590.0,41.0
KXNBAGAME-26APR05MEMMIL-MEM,KXNBAGAME-26APR05MEMMIL,,MEM,,2026-04-05 19:48:00+00:00,0.41,0.41,0.4,0.4,0.4096,0.41,0.39,0.4,2127.0,128620.0,40.0
